name,country,sports,age,gender,philosophy,ambition,hero,philosophy_lemma,ambition_lemma,hero_list
TOWNSEND Roderick,United States of America, Athletics,29,Male,Where you are doesn't really matter when you really know where you want to be.,To win a gold medal in the high jump at the 2020 Paralympic Games in Tokyo.,none,"['where', '-PRON-', 'be', 'do', 'not', 'really', 'matter', 'when', '-PRON-', 'really', 'know', 'where', '-PRON-', 'want', 'to', 'be', '.']","['to', 'win', 'a', 'gold', 'medal', 'in', 'the', 'high', 'jump', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TOYAMA Aimi,Japan, Athletics,23,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,Japanese Para sprinter and middle-distance runner Tomoki Sato.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Japanese Para sprinter and middle-distance runner Tomoki Sato']
TOYOSHIMA Akira,Japan, Wheelchair Basketball,32,Male,Do what you have to do.,To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['do', 'what', '-PRON-', 'have', 'to', 'do', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TOZAWA Tomomi,Japan, Athletics,22,Female,none,To win a long jump medal at the 2020 Paralympic Games in Tokyo with a distance greater than five metres.,German Para sprinter Heinrich Popow.,['none'],"['to', 'win', 'a', 'long', 'jump', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', 'with', 'a', 'distance', 'great', 'than', 'five', 'metre', '.']",['German Para sprinter Heinrich Popow']
TRAVISANI Stefano,Italy, Archery,35,Male,"Never give up, because when you think it's all over, it's the moment when it all starts.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['never', 'give', 'up', ',', 'because', 'when', '-PRON-', 'think', '-PRON-', 'be', 'all', 'over', ',', '-PRON-', 'be', 'the', 'moment', 'when', '-PRON-', 'all', 'start', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRAVNICEK Boris,Slovakia, Table Tennis,23,Male,Who wants it has it.,"To win gold at the Paralympic Games, the world championships and the European championships.",none,"['who', 'want', '-PRON-', 'have', '-PRON-', '.']","['to', 'win', 'gold', 'at', 'the', 'Paralympic', 'Games', ',', 'the', 'world', 'championship', 'and', 'the', 'european', 'championship', '.']",['none']
TREMBLAY Lyne,Canada, Shooting,58,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,South African politician Nelson Mandela.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['South African politician Nelson Mandela']
TRENER-WIERCIAK Anna,Poland, Athletics,30,Female,"As long as you fight, you are a winner.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['as', 'long', 'as', '-PRON-', 'fight', ',', '-PRON-', 'be', 'a', 'winner', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRETIAKOVA Elena,RPC, Athletics,29,Female,none,To win a medal at the 2020 Paralympic Games in Tokyo.,"Russian Para cross-country skier Ivan Goncharov, Russian Deaflympic runner Alexander Sugonyaev, Jamaican sprinter Usain Bolt.",['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Russian Para cross-country skier Ivan Goncharov', 'Russian Deaflympic runner Alexander Sugonyaev', 'Jamaican sprinter Usain Bolt']"
TREVINO FUERTE Ignacio,Mexico, Equestrian,46,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRIANA HERRERA Brayan Mauricio,Colombia, Swimming,27,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRIANTAFYLLOU Panagiotis,Greece, Wheelchair Fencing,35,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRIGILIA Loredana,Italy, Wheelchair Fencing,45,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Italian fencers Arianna Errigo and Elisa Di Francisca.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Italian fencers Arianna Errigo and Elisa Di Francisca']
TRIMI Arjola,Italy, Swimming,34,Female,"Sport is a great school of life that teaches you to confront your limits, accept them, try to overcome them and stand up every time you fall.",To compete at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,"['Sport', 'be', 'a', 'great', 'school', 'of', 'life', 'that', 'teach', '-PRON-', 'to', 'confront', '-PRON-', 'limit', ',', 'accept', '-PRON-', ',', 'try', 'to', 'overcome', '-PRON-', 'and', 'stand', 'up', 'every', 'time', '-PRON-', 'fall', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
TRINH Thi Bich Nhu,Vietnam, Swimming,35,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,Singaporean Para swimmer Yip Pin Xiu.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Singaporean Para swimmer Yip Pin Xiu']
TRIPP Abi,Canada, Swimming,20,Female,I think it's important to play and train in different sports because it keeps the preparation process interesting.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'think', '-PRON-', 'be', 'important', 'to', 'play', 'and', 'train', 'in', 'different', 'sport', 'because', '-PRON-', 'keep', 'the', 'preparation', 'process', 'interesting', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRIPP Stuart,Australia, Cycling Road,51,Male,none,none,Japanese swordsman Miyamoto Musashi.,['none'],['none'],['Japanese swordsman Miyamoto Musashi']
TRIYANTO Bolo,Indonesia, Shooting,37,Male,"Don't hesitate. If other people can, why can't we.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['do', 'not', 'hesitate', '.', 'if', 'other', 'people', 'can', ',', 'why', 'can', 'not', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRONCO Cristopher,Mexico, Swimming,35,Male,Impairment is in the mind.,To win a medal at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,"['impairment', 'be', 'in', 'the', 'mind', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
TRTNIK Luka,Slovenia, Table Tennis,23,Male,"Sport is a great medicine for life, with sport you can solve many of the problems you have. With the help of sports, I have improved my movement and strengthened my self-confidence.","To compete at the 2020 Paralympic Games in Tokyo, and to run a marathon.",none,"['Sport', 'be', 'a', 'great', 'medicine', 'for', 'life', ',', 'with', 'sport', '-PRON-', 'can', 'solve', 'many', 'of', 'the', 'problem', '-PRON-', 'have', '.', 'with', 'the', 'help', 'of', 'sport', ',', '-PRON-', 'have', 'improve', '-PRON-', 'movement', 'and', 'strengthen', '-PRON-', 'self', '-', 'confidence', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'run', 'a', 'marathon', '.']",['none']
TRUESDALE Amy,Great Britain, Taekwondo,32,Female,It is ability not disability that matters.,To win a gold medal at the Paralympic Games in 2020 and 2024.,British Para sprinter Richard Whitehead.,"['-PRON-', 'be', 'ability', 'not', 'disability', 'that', 'matter', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', 'Paralympic', 'Games', 'in', '2020', 'and', '2024', '.']",['British Para sprinter Richard Whitehead']
TRUNNELL Roxanne,United States of America, Equestrian,36,Female,"Sometimes life gives your plans little detours. If you're willing to take the detour, it might just take you to a place when you can do amazing things.",To medal at the 2020 Paralympic Games in Tokyo.,none,"['sometimes', 'life', 'give', '-PRON-', 'plan', 'little', 'detour', '.', 'if', '-PRON-', 'be', 'willing', 'to', 'take', 'the', 'detour', ',', '-PRON-', 'may', 'just', 'take', '-PRON-', 'to', 'a', 'place', 'when', '-PRON-', 'can', 'do', 'amazing', 'thing', '.']","['to', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TRUSOV Andrii,Ukraine, Swimming,21,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TSAKONA Maria,Greece, Swimming,21,Female,With hard work and faith we can do everything.,To compete in a final at the 2020 Paralympic Games in Tokyo.,US swimmer Michael Phelps.,"['with', 'hard', 'work', 'and', 'faith', '-PRON-', 'can', 'do', 'everything', '.']","['to', 'compete', 'in', 'a', 'final', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US swimmer Michael Phelps']
TSAPATAKIS Antonios,Greece, Swimming,33,Male,Scare off your fears with your dreams.,"To win a gold medal at the 2020 Paralympic Games in Tokyo, and to publish his second book.",British Formula One driver James Hunt.,"['scare', 'off', '-PRON-', 'fear', 'with', '-PRON-', 'dream', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', ',', 'and', 'to', 'publish', '-PRON-', 'second', 'book', '.']",['British Formula One driver James Hunt']
TSE Pui Ting Natasha,"Hong Kong, China", Equestrian,24,Female,Never give up.,none,Dutch dressage rider Anky van Grunsven.,"['never', 'give', 'up', '.']",['none'],['Dutch dressage rider Anky van Grunsven']
TSE Tak Wah,"Hong Kong, China", Boccia,36,Male,none,none,none,['none'],['none'],['none']
TSUCHIDA Mayumi,Japan, Wheelchair Basketball,44,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TSUCHIDA Wakako,Japan, Athletics,46,Female,"There was a time I tried too hard and it felt like I was making fruitless efforts. I realised that being my usual self is the key to performing at my best. It's not easy, though, because athletes tend to push themselves to the limit.",To compete in both athletics and triathlon at the 2020 Paralympic Games in Tokyo.,Her mother.,"['there', 'be', 'a', 'time', '-PRON-', 'try', 'too', 'hard', 'and', '-PRON-', 'feel', 'like', '-PRON-', 'be', 'make', 'fruitless', 'effort', '.', '-PRON-', 'realise', 'that', 'be', '-PRON-', 'usual', 'self', 'be', 'the', 'key', 'to', 'perform', 'at', '-PRON-', 'good', '.', '-PRON-', 'be', 'not', 'easy', ',', 'though', ',', 'because', 'athlete', 'tend', 'to', 'push', '-PRON-', 'to', 'the', 'limit', '.']","['to', 'compete', 'in', 'both', 'athletic', 'and', 'triathlon', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Her mother']
TSUCHIDA Wakako,Japan, Triathlon,46,Female,"There was a time I tried too hard and it felt like I was making fruitless efforts. I realised that being my usual self is the key to performing at my best. It's not easy, though, because athletes tend to push themselves to the limit.",To compete in both athletics and triathlon at the 2020 Paralympic Games in Tokyo.,Her mother.,"['there', 'be', 'a', 'time', '-PRON-', 'try', 'too', 'hard', 'and', '-PRON-', 'feel', 'like', '-PRON-', 'be', 'make', 'fruitless', 'effort', '.', '-PRON-', 'realise', 'that', 'be', '-PRON-', 'usual', 'self', 'be', 'the', 'key', 'to', 'perform', 'at', '-PRON-', 'good', '.', '-PRON-', 'be', 'not', 'easy', ',', 'though', ',', 'because', 'athlete', 'tend', 'to', 'push', '-PRON-', 'to', 'the', 'limit', '.']","['to', 'compete', 'in', 'both', 'athletic', 'and', 'triathlon', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Her mother']
TSUCHIYA Minako,Japan, Judo,31,Female,To live without regrets.,To be happy in my life.,none,"['to', 'live', 'without', 'regret', '.']","['to', 'be', 'happy', 'in', '-PRON-', 'life', '.']",['none']
TSUJI Sae,Japan, Athletics,26,Female,"It doesn't matter if you succeed or not if you are putting the effort in. If you succeed, you will have new challenges. If you fail, you will learn from that and see what the next challenge should be.",To win gold at the 2020 Paralympic Games in Tokyo.,Coach Yoko Nagano.,"['-PRON-', 'do', 'not', 'matter', 'if', '-PRON-', 'succeed', 'or', 'not', 'if', '-PRON-', 'be', 'put', 'the', 'effort', 'in', '.', 'if', '-PRON-', 'succeed', ',', '-PRON-', 'will', 'have', 'new', 'challenge', '.', 'if', '-PRON-', 'fail', ',', '-PRON-', 'will', 'learn', 'from', 'that', 'and', 'see', 'what', 'the', 'next', 'challenge', 'should', 'be', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Coach Yoko Nagano']
TSUJIUCHI Ayano,Japan, Swimming,24,Female,Those who enjoy life win.,To win a medal at the 2020 Paralympic Games in Tokyo.,"Her mother Nobuko, her sister Kaho, Japanese swimmer Tomoko Hagiwara, Japanese freestyle wrestler Saori Yoshida.","['those', 'who', 'enjoy', 'life', 'win', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Her mother Nobuko', 'her sister Kaho', 'Japanese swimmer Tomoko Hagiwara', 'Japanese freestyle wrestler Saori Yoshida']"
TSVIETOV Ihor,Ukraine, Athletics,27,Male,Defeat yourself and you will win thousands of battles.,To compete at the 2020 Paralympic Games in Tokyo.,none,"['defeat', '-PRON-', 'and', '-PRON-', 'will', 'win', 'thousand', 'of', 'battle', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TSYDENDORZHIEV Bato,RPC, Archery,27,Male,none,To win gold at the 2020 Paralympic Games in Tokyo.,"Russian Para archer Timur Tuchinov, Russian archers Bair Badenov and Tuyana Dashidorzhieva.",['none'],"['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","['Russian Para archer Timur Tuchinov', 'Russian archers Bair Badenov and Tuyana Dashidorzhieva']"
TSYHANENKO Yevheniy,Ukraine, Goalball,30,Male,none,To win a medal at the Paralympic Games.,Boxers Vitali Klitschko and Lennox Lewis.,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['Boxers Vitali Klitschko and Lennox Lewis']
TSYPLINA Diana,RPC, Boccia,21,Female,none,none,none,['none'],['none'],['none']
TUCALIUC Octavian Vasile,Romania, Athletics,26,Male,none,none,Jamaican sprinter Usain Bolt.,['none'],['none'],['Jamaican sprinter Usain Bolt']
TUCKFIELD Alexander,Australia, Swimming,16,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TUIMASEVE Ben,New Zealand, Athletics,32,Male,Difference is the challenge but ultimately the blessing.,To win a medal at the Paralympic Games.,none,"['difference', 'be', 'the', 'challenge', 'but', 'ultimately', 'the', 'blessing', '.']","['to', 'win', 'a', 'medal', 'at', 'the', 'Paralympic', 'Games', '.']",['none']
TUOMELA Jessica,Canada, Triathlon,38,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TUR Francesc,Spain, Wheelchair Tennis,44,Male,"While there's a path, keep going forward.",none,Spanish tennis player Rafael Nadal.,"['while', 'there', 'be', 'a', 'path', ',', 'keep', 'go', 'forward', '.']",['none'],['Spanish tennis player Rafael Nadal']
TURAN Murat,Turkey, Archery,46,Male,"If you believe you are strong, your body will follow your thinking.",To compete at the 2020 Paralympic Games in Tokyo.,none,"['if', '-PRON-', 'believe', '-PRON-', 'be', 'strong', ',', '-PRON-', 'body', 'will', 'follow', '-PRON-', 'thinking', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TURAN Nesim,Turkey, Table Tennis,29,Male,Work hard!,To win gold at the 2020 Paralympic Games in Tokyo.,none,"['work', 'hard', '!']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TURBIDE Nicolas Guy,Canada, Swimming,24,Male,none,"To win a medal at the 2020 Paralympic Games in Tokyo. Outside of sport he would like to pursue a career in pharmacy, like his mother who is a pharmacist.",none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.', 'outside', 'of', 'sport', '-PRON-', 'would', 'like', 'to', 'pursue', 'a', 'career', 'in', 'pharmacy', ',', 'like', '-PRON-', 'mother', 'who', 'be', 'a', 'pharmacist', '.']",['none']
TUREK Joshua,United States of America, Wheelchair Basketball,42,Male,none,To win a second Paralympic gold medal at the 2020 Games in Tokyo.,US basketball player Larry Bird.,['none'],"['to', 'win', 'a', 'second', 'paralympic', 'gold', 'medal', 'at', 'the', '2020', 'Games', 'in', 'Tokyo', '.']",['US basketball player Larry Bird']
TURGUNOV Izzat,Uzbekistan, Athletics,25,Male,none,To win a gold medal at the 2020 Paralympic Games in Tokyo.,French footballer Paul Pogba.,['none'],"['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['French footballer Paul Pogba']
TURKMENOGLU Nihat,Turkey, Archery,33,Male,none,none,none,['none'],['none'],['none']
TURNER James,Australia, Athletics,25,Male,"I have been asked what motivates me, and it is quite a hard question to answer. It has changed over the years. It used to be fear of being a burden to the world, and while that's diminished it's still a bit there. I think now there are two main motivations. One. I love running, I love sport, I love training, I love competing. Just doing the sport is enough motivation, but it's not the only reason. Two. I have a desire to make a positive impact on the world, one that a younger version of me would appreciate. I want to show that we can all be better than what other people's imaginations allow.",To win the T36 100m and 400m at the 2020 Paralympic Games in Tokyo.,Australian Para sprinter Evan O'Hanlon.,"['-PRON-', 'have', 'be', 'ask', 'what', 'motivate', '-PRON-', ',', 'and', '-PRON-', 'be', 'quite', 'a', 'hard', 'question', 'to', 'answer', '.', '-PRON-', 'have', 'change', 'over', 'the', 'year', '.', '-PRON-', 'use', 'to', 'be', 'fear', 'of', 'be', 'a', 'burden', 'to', 'the', 'world', ',', 'and', 'while', 'that', 'be', 'diminish', '-PRON-', 'be', 'still', 'a', 'bit', 'there', '.', '-PRON-', 'think', 'now', 'there', 'be', 'two', 'main', 'motivation', '.', 'one', '.', '-PRON-', 'love', 'run', ',', '-PRON-', 'love', 'sport', ',', '-PRON-', 'love', 'training', ',', '-PRON-', 'love', 'compete', '.', 'just', 'do', 'the', 'sport', 'be', 'enough', 'motivation', ',', 'but', '-PRON-', 'be', 'not', 'the', 'only', 'reason', '.', 'two', '.', '-PRON-', 'have', 'a', 'desire', 'to', 'make', 'a', 'positive', 'impact', 'on', 'the', 'world', ',', 'one', 'that', 'a', 'young', 'version', 'of', '-PRON-', 'would', 'appreciate', '.', '-PRON-', 'want', 'to', 'show', 'that', '-PRON-', 'can', 'all', 'be', 'well', 'than', 'what', 'other', 'people', ""'s"", 'imagination', 'allow', '.']","['to', 'win', 'the', 'T36', '100', 'm', 'and', '400', 'm', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']","[""Australian Para sprinter Evan O'Hanlon""]"
TURNER Nicole,Ireland, Swimming,19,Female,Whatever dreams young people have it's important to keep chasing them and that dreams can come true one day. If you keep working hard at something you love you will get the outcome you want.,To win a medal at the 2020 Paralympic Games in Tokyo.,British Para swimmer Ellie Simmonds.,"['whatever', 'dream', 'young', 'people', 'have', '-PRON-', 'be', 'important', 'to', 'keep', 'chase', '-PRON-', 'and', 'that', 'dream', 'can', 'come', 'true', 'one', 'day', '.', 'if', '-PRON-', 'keep', 'work', 'hard', 'at', 'something', '-PRON-', 'love', '-PRON-', 'will', 'get', 'the', 'outcome', '-PRON-', 'want', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['British Para swimmer Ellie Simmonds']
TURSUNKHUJAEV Muzaffar,Uzbekistan, Swimming,23,Male,none,none,none,['none'],['none'],['none']
TVAURI Nika,Georgia, Swimming,37,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,US basketball player Magic Johnson.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['US basketball player Magic Johnson']
TYNDALL Jeremy,Australia, Wheelchair Basketball,25,Male,none,To win a medal at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
TYSZKOWSKI Bartosz,Poland, Athletics,27,Male,Hard work pays off.,none,none,"['hard', 'work', 'pay', 'off', '.']",['none'],['none']
TZOUNIS Konstantinos,Greece, Athletics,30,Male,We must not give up and always strive to be better people.,To win a gold medal at the 2020 Paralympic Games in Tokyo.,none,"['-PRON-', 'must', 'not', 'give', 'up', 'and', 'always', 'strive', 'to', 'be', 'well', 'people', '.']","['to', 'win', 'a', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UCEDA NOVAS Eduardo Manuel,Spain, Athletics,20,Male,Fight until the end.,To win a medal at the 2020 Paralympic Games in Tokyo.,Jamaican sprinter Usain Bolt.,"['fight', 'until', 'the', 'end', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Jamaican sprinter Usain Bolt']
UDA Hideki,Japan, Triathlon,34,Male,What makes your life is what you did in your life.,To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['what', 'make', '-PRON-', 'life', 'be', 'what', '-PRON-', 'do', 'in', '-PRON-', 'life', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UEYAMA Tomohiro,Japan, Archery,34,Male,"Sport is an inexhaustible goal. There are several goals, and even if you clear one of them, you will soon find the next.",To win multiple gold medals at the 2020 Paralympic Games in Tokyo.,Iranian Para archer Ebrahim Ranjbar Kivaj.,"['Sport', 'be', 'an', 'inexhaustible', 'goal', '.', 'there', 'be', 'several', 'goal', ',', 'and', 'even', 'if', '-PRON-', 'clear', 'one', 'of', '-PRON-', ',', '-PRON-', 'will', 'soon', 'find', 'the', 'next', '.']","['to', 'win', 'multiple', 'gold', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Iranian Para archer Ebrahim Ranjbar Kivaj']
UEYONABARU Hirokazu,Japan, Athletics,50,Male,Stay composed.,To win gold at the 2020 Paralympic Games in Tokyo.,none,"['stay', 'composed', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UGWUNWA Flora,Nigeria, Athletics,37,Female,"Win them all, never lose hope.",To win gold and set a world record at the 2020 Paralympic Games in Tokyo.,Nigerian sprinter Mary Onyali-Omagbemi.,"['win', '-PRON-', 'all', ',', 'never', 'lose', 'hope', '.']","['to', 'win', 'gold', 'and', 'set', 'a', 'world', 'record', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Nigerian sprinter Mary Onyali-Omagbemi']
UJIRO Hajime,Japan, Powerlifting,48,Male,Equality.,To win a medal at the 2020 Paralympic Games in Tokyo.,none,"['equality', '.']","['to', 'win', 'a', 'medal', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UKUN Rukaendi,Indonesia, Badminton,51,Male,none,none,none,['none'],['none'],['none']
ULIANENKO Mariia,RPC, Athletics,24,Female,Don't stop. Simply continue to do everything that the heart wants.,To win gold at the Paralympic Games.,"Russian sprinter Polina Miller, Russian swimmer Yuliya Efimova.","['do', 'not', 'stop', '.', 'simply', 'continue', 'to', 'do', 'everything', 'that', 'the', 'heart', 'want', '.']","['to', 'win', 'gold', 'at', 'the', 'Paralympic', 'Games', '.']","['Russian sprinter Polina Miller', 'Russian swimmer Yuliya Efimova']"
ULUCAM Raziye,Turkey, Judo,40,Female,none,none,none,['none'],['none'],['none']
UMIRZAKOV Farhod,Uzbekistan, Powerlifting,25,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UMUTONI Clementine,Rwanda, Sitting Volleyball,37,Female,none,To compete at the 2020 Paralympic Games in Tokyo.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['none']
UN Busra,Turkey, Wheelchair Tennis,27,Female,Be the best version of yourself.,To compete at the 2020 Paralympic Games in Tokyo.,Her mother.,"['be', 'the', 'good', 'version', 'of', '-PRON-', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Her mother']
UNHALKAR Swaroop Mahavir,India, Shooting,34,Male,none,none,none,['none'],['none'],['none']
UNWIN Sophie,Great Britain, Cycling Road,27,Female,none,To compete at the 2020 and 2024 Paralympic Games with pilot Jenny Holl.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'and', '2024', 'Paralympic', 'Games', 'with', 'pilot', 'Jenny', 'Holl', '.']",['none']
UNWIN Sophie,Great Britain, Cycling Track,27,Female,none,To compete at the 2020 and 2024 Paralympic Games with pilot Jenny Holl.,none,['none'],"['to', 'compete', 'at', 'the', '2020', 'and', '2024', 'Paralympic', 'Games', 'with', 'pilot', 'Jenny', 'Holl', '.']",['none']
UPMANN Oliver,Germany, Judo,33,Male,"No pain, no prize.",none,none,"['no', 'pain', ',', 'no', 'prize', '.']",['none'],['none']
URATA Rie,Japan, Goalball,44,Female,"Since I took up goalball, I can no more make excuses about the fact that I cannot see. Now I can see things that I couldn't see before I lost my vision.",To win gold at the 2020 Paralympic Games in Tokyo.,Her grandmother.,"['since', '-PRON-', 'take', 'up', 'goalball', ',', '-PRON-', 'can', 'no', 'more', 'make', 'excuse', 'about', 'the', 'fact', 'that', '-PRON-', 'can', 'not', 'see', '.', 'now', '-PRON-', 'can', 'see', 'thing', 'that', '-PRON-', 'could', 'not', 'see', 'before', '-PRON-', 'lose', '-PRON-', 'vision', '.']","['to', 'win', 'gold', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Her grandmother']
URHAUG Tommy,Norway, Table Tennis,41,Male,none,To compete at the 2020 Paralympic Games in Tokyo.,Norwegian biathlete Ole Einar Bjorndalen.,['none'],"['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Norwegian biathlete Ole Einar Bjorndalen']
URIBE PIMENTEL Rafael Augusto,Venezuela, Athletics,35,Male,Persistence can turn failure into extraordinary achievement.,To compete at the 2020 Paralympic Games in Tokyo.,Swedish high jumper Stefan Holm.,"['persistence', 'can', 'turn', 'failure', 'into', 'extraordinary', 'achievement', '.']","['to', 'compete', 'at', 'the', '2020', 'Paralympic', 'Games', 'in', 'Tokyo', '.']",['Swedish high jumper Stefan Holm']
